Country,Internet_use,energy_eff,reduce_energy,confident_energy,coal_energy,natural_gas,hydroelectric,nuclear,solar,wind,biomass,worried_expensive,worried_fossil,worried_disaster,worried_insufpower,worried_techfail,climate_change,ccnthum,personal_resp,worried_cc,cc_good_bad,reduce_cc,largeno_limitenergy,govt_reducecc,reduce_ownuse,favour_taxff,favour_subsidiseRE,ban_appliance,gender,age,marriage,highest_education,household_income,care_environment,trust_legalsys,trust_police,trust_pltc,trust_euparl,trust_un,trust_pparties,trust_cntryparl
GB,5,2,5,2,4,2,1,4,1,2,3,3,4,3,3,3,2,1,4,3,4,6,2,4,5,3,4,3,1,48,6,222,1,2,2,2,1,3,4,2,2
GB,5,7,5,8,3,2,2,4,2,2,2,2,3,2,2,2,1,3,7,3,3,6,5,5,4,3,3,3,2,26,6,520,5,2,8,9,3,5,5,4,5
GB,5,7,3,8,4,3,1,2,2,2,2,3,3,1,2,2,2,3,7,3,3,9,5,6,4,2,4,2,2,44,6,212,10,3,8,8,5,5,8,5,5
GB,5,3,2,7,4,3,2,5,2,1,55,3,3,3,3,3,1,3,6,3,1,7,1,4,7,3,3,4,2,25,6,620,6,2,8,8,4,3,4,4,6
GB,2,8,5,6,4,3,1,4,2,1,4,2,2,2,2,2,2,3,4,2,3,4,4,5,5,2,3,2,1,85,5,213,3,3,6,6,8,2,7,8,8
GB,4,6,5,7,5,4,3,4,3,2,2,1,3,3,2,2,2,3,8,3,3,7,2,1,6,3,2,1,2,49,6,720,7,2,10,9,4,2,4,4,8
GB,5,7,3,4,1,4,2,5,1,1,3,5,2,2,2,5,2,4,5,1,5,5,3,5,5,4,5,2,2,52,4,620,6,5,1,0,0,0,8,2,4
GB,3,10,1,5,2,1,1,5,1,1,4,5,5,5,4,4,1,3,5,3,8,3,3,5,5,5,2,1,2,38,6,321,1,2,6,6,6,4,4,6,6
GB,5,10,6,10,5,4,1,4,1,1,1,3,4,3,2,2,1,4,10,5,0,3,5,1,1,1,1,2,1,68,6,720,4,1,6,8,5,7,7,6,4
GB,5,6,4,6,4,3,3,5,1,1,3,3,1,2,2,2,1,3,6,3,0,4,5,4,6,3,3,3,2,29,6,323,3,1,3,3,4,4,6,2,3
GB,5,8,4,7,5,2,1,3,1,4,2,4,3,2,2,1,1,4,7,3,3,5,7,7,1,4,2,1,1,53,1,321,10,2,5,7,5,4,7,6,4
GB,3,8,4,7,4,4,2,3,2,2,4,3,4,2,2,2,2,3,7,2,5,5,7,5,6,4,2,4,1,70,4,520,6,2,7,7,3,2,7,4,6
GB,5,3,3,7,5,3,2,4,1,1,2,2,2,2,2,2,2,4,6,2,5,5,6,7,7,4,3,2,1,26,6,321,6,3,5,5,2,4,4,2,5
GB,5,9,5,4,3,3,2,4,1,1,2,2,4,2,2,1,2,3,6,2,6,7,4,6,4,4,2,3,1,24,6,520,7,1,6,8,4,5,7,5,7
GB,5,10,6,9,2,3,3,3,3,3,3,3,3,4,4,4,1,3,10,3,8,8,8,7,7,2,2,1,1,44,1,720,5,1,8,9,8,8,8,8,7
GB,5,5,4,6,3,3,2,3,4,4,4,3,2,2,2,2,2,3,4,2,4,5,5,3,3,4,4,4,2,76,4,520,2,2,5,7,2,2,5,4,2
GB,5,10,6,9,2,4,4,3,2,4,2,2,2,2,2,2,3,3,7,3,4,8,4,3,6,4,4,4,2,30,6,321,3,4,5,8,5,4,7,5,6
GB,5,5,3,9,1,3,3,3,3,3,3,3,3,3,3,3,2,3,0,1,5,5,5,5,5,3,3,3,2,20,6,213,2,4,5,5,5,5,5,5,2
GB,5,6,6,6,4,4,2,4,3,4,3,4,4,2,2,2,1,3,6,4,3,7,4,5,7,3,1,1,1,57,1,313,1,3,0,1,0,0,0,0,0
GB,5,10,5,8,4,4,1,4,4,3,3,4,4,2,3,2,1,4,9,4,0,8,6,3,4,2,1,2,2,54,6,520,2,1,3,9,1,0,8,1,2
GB,2,10,4,2,1,1,1,3,1,1,1,5,2,3,4,3,1,3,5,3,4,3,0,0,0,5,4,5,2,42,1,212,1,1,4,4,0,0,6,4,0
GB,5,6,4,7,4,3,1,5,1,1,2,3,4,4,3,2,1,3,4,3,2,7,3,6,4,2,2,1,2,20,6,313,3,3,9,9,8,7,10,8,8
GB,5,3,4,7,3,1,1,4,1,1,3,3,4,3,3,1,1,3,6,3,3,7,6,6,6,5,5,5,2,56,1,423,6,4,6,7,2,4,5,2,5
GB,5,10,6,0,4,3,1,5,1,1,4,1,3,2,2,1,1,4,8,3,2,5,1,3,0,3,1,2,1,53,6,323,2,1,4,2,1,0,5,4,3
GB,5,0,3,8,4,4,4,5,4,2,4,4,3,3,3,3,1,3,4,3,5,8,3,3,6,3,2,2,2,45,4,520,1,4,3,7,3,3,3,3,3
GB,5,0,4,5,4,2,1,4,1,1,1,4,3,2,2,2,1,3,5,3,2,8,0,2,1,4,1,3,2,47,6,323,4,2,2,5,0,0,5,0,0
GB,5,2,2,7,4,2,1,4,2,2,55,3,4,2,3,4,1,4,8,3,2,4,4,5,2,3,2,3,2,42,5,323,3,2,0,0,2,2,2,5,2
GB,5,7,3,3,4,3,3,1,3,3,3,3,3,2,2,2,1,4,6,3,3,6,3,3,4,2,2,2,1,31,6,800,6,3,8,8,4,4,5,4,4
GB,5,9,3,9,4,3,2,3,2,2,1,4,4,2,3,2,2,3,7,3,3,5,4,3,4,4,1,4,1,37,6,620,10,2,8,8,5,5,6,6,7
GB,5,8,4,6,4,4,2,4,2,2,4,4,3,3,3,3,3,3,7,3,3,7,4,4,2,4,3,2,1,57,4,620,8,1,6,6,5,4,8,6,6
GB,5,5,3,5,4,2,2,2,3,4,3,2,3,2,2,2,2,3,1,2,5,5,2,5,2,4,5,5,1,63,4,620,2,4,8,5,5,1,1,5,8
GB,5,8,5,4,4,4,2,4,2,2,1,3,4,4,4,4,1,3,8,3,2,4,5,5,3,4,2,1,2,66,1,323,5,1,7,8,1,0,3,2,1
GB,2,4,4,6,4,3,2,2,2,1,4,4,2,3,2,2,1,3,5,2,4,3,3,4,4,3,4,2,2,42,1,323,3,3,6,6,1,2,5,1,0
GB,2,5,2,6,5,3,2,5,2,2,2,3,4,2,3,3,1,4,7,4,6,7,6,5,3,3,2,2,2,55,4,213,8,1,7,8,4,4,5,5,4
GB,5,3,4,4,2,3,2,5,2,2,2,4,3,3,4,4,1,3,8,4,10,4,8,2,5,1,5,4,2,56,1,321,1,2,2,3,2,2,2,2,0
GB,2,4,5,6,4,4,3,5,2,1,3,5,4,2,3,2,1,3,5,4,3,4,4,4,4,5,4,5,1,51,4,212,1,1,2,4,0,0,0,0,0
GB,2,10,5,5,5,4,1,5,1,1,2,4,5,4,3,3,1,4,10,5,0,6,4,3,3,1,1,1,1,69,4,620,2,1,9,7,6,8,9,6,8
GB,3,10,6,2,4,3,2,5,1,2,3,4,2,2,2,3,2,3,7,3,6,3,1,6,7,5,3,4,2,45,1,212,1,3,8,9,4,5,7,5,8
GB,4,5,3,5,2,1,1,5,1,1,1,2,2,2,2,2,1,3,8,3,3,6,4,3,7,4,2,3,2,42,4,520,4,3,8,8,3,1,1,3,3
GB,5,5,4,8,3,3,3,4,2,2,2,3,4,3,3,3,1,4,8,5,5,5,3,3,7,2,2,4,2,44,6,212,2,2,5,7,3,2,2,3,2
GB,5,10,3,7,3,3,3,4,2,2,2,2,3,3,3,3,1,3,5,3,5,7,5,5,5,3,2,3,2,38,4,321,4,4,7,10,5,5,5,5,5
GB,5,4,4,3,2,3,2,3,2,1,2,3,4,4,4,4,1,3,4,2,6,7,8,6,2,4,2,4,2,26,6,212,2,2,7,9,4,3,3,6,5
GB,5,9,5,4,4,3,2,3,2,3,3,3,4,1,1,2,2,3,9,2,4,7,3,5,5,3,3,2,2,57,1,720,10,1,3,5,4,6,6,5,3
GB,5,5,3,5,3,4,3,4,3,2,3,3,3,3,3,3,2,3,5,3,5,5,5,0,5,3,3,3,2,68,4,620,4,1,5,10,0,0,5,0,0
GB,4,10,6,6,4,4,2,4,2,2,3,3,3,2,3,3,1,3,6,3,7,7,7,8,7,5,5,2,1,49,4,212,6,2,7,7,4,5,7,4,4
GB,5,9,6,10,2,2,1,4,1,1,2,5,1,5,4,4,1,4,10,5,0,10,0,0,10,5,5,5,1,52,6,212,1,1,2,7,3,4,3,3,3
GB,1,10,2,8,4,2,1,3,2,1,4,2,3,2,4,2,2,3,2,1,7,8,3,1,0,5,3,2,1,77,6,213,3,5,10,10,6,4,8,7,7
GB,5,2,3,8,4,4,1,3,1,1,1,3,3,3,2,2,1,4,4,2,3,4,4,3,5,2,3,4,2,22,6,313,2,4,6,10,3,5,5,4,4
GB,5,7,6,8,4,2,3,3,1,2,2,4,3,4,3,3,1,3,8,4,8,9,6,6,7,2,2,3,2,47,4,520,7,2,5,3,4,4,5,4,5
GB,1,10,5,5,3,3,1,3,2,2,2,4,5,3,4,4,1,3,9,3,10,10,5,5,8,3,2,2,1,55,4,323,1,1,6,6,4,5,7,5,6
GB,5,6,1,7,3,3,2,2,2,5,3,1,1,3,3,2,1,3,6,2,5,7,2,3,7,2,4,4,2,59,5,520,8,2,5,7,1,2,5,3,4
GB,5,8,4,7,4,3,3,3,2,2,1,3,3,2,3,2,1,3,8,4,2,7,4,6,4,2,2,1,1,41,6,323,5,3,7,8,5,3,5,4,5
GB,5,4,3,7,2,2,1,3,2,2,3,3,1,3,3,1,1,1,0,3,7,0,8,7,1,5,2,4,1,30,6,520,7,3,6,7,2,1,5,0,4
GB,5,7,5,8,3,3,3,55,3,3,3,4,4,4,4,4,1,3,7,4,7,8,3,3,6,3,3,3,2,41,2,720,3,2,10,10,8,7,8,8,8
GB,5,7,4,5,3,2,2,5,2,2,3,4,3,4,3,3,1,4,4,3,3,4,4,4,3,5,1,1,2,33,6,520,3,3,9,9,4,8,6,4,8
GB,2,10,5,3,4,3,2,4,2,2,1,3,3,2,2,2,1,4,8,3,4,8,5,5,8,5,1,1,2,70,4,323,1,2,5,4,4,2,4,4,4
GB,2,10,5,8,3,2,1,2,1,3,3,3,3,3,4,3,2,3,5,2,5,3,7,7,8,4,2,2,2,82,5,213,1,3,10,10,6,4,8,5,6
GB,2,3,3,4,5,3,4,3,2,2,4,1,4,1,2,1,1,3,5,1,0,3,4,4,1,3,2,3,1,52,4,520,6,1,0,0,0,0,1,0,0
GB,5,6,4,7,4,3,2,3,2,3,3,4,3,3,2,3,2,3,6,3,5,6,4,4,5,4,3,2,1,58,6,720,8,1,6,7,5,4,7,5,7
GB,5,0,6,5,4,4,3,5,2,2,4,4,2,2,3,3,2,3,5,2,5,5,2,2,2,4,4,4,2,26,6,323,8,3,6,8,0,0,5,0,4
GB,5,8,5,2,4,4,2,5,3,2,4,3,4,2,2,2,2,3,7,2,5,5,2,2,2,4,4,4,2,48,6,222,3,3,0,6,0,0,0,0,0
GB,5,0,3,3,4,3,4,2,4,4,4,2,3,1,1,1,3,2,2,1,5,7,0,0,0,5,4,5,2,49,4,720,1,5,9,9,8,8,9,8,7
GB,5,9,4,7,4,3,2,4,1,2,2,2,3,2,3,3,1,3,6,3,6,4,2,1,3,3,2,2,2,32,4,321,6,4,2,4,0,0,0,0,0
GB,5,7,4,9,5,4,1,3,1,2,2,2,3,1,1,2,1,3,10,4,2,10,4,7,6,1,2,3,1,23,6,321,3,2,9,10,7,9,10,6,10
GB,4,7,4,10,4,4,2,4,1,1,3,3,3,2,2,2,2,4,6,3,4,6,4,5,4,2,2,2,2,50,1,520,10,2,8,8,6,6,5,6,8
GB,3,8,5,7,4,3,2,4,1,2,3,4,2,2,3,2,1,3,5,3,4,5,3,2,3,4,4,4,2,63,6,321,1,1,8,8,4,4,6,5,7
GB,4,0,3,5,3,3,3,3,3,3,3,2,2,1,2,2,1,3,3,2,4,5,2,2,1,5,3,3,2,31,6,212,4,5,1,6,1,1,1,1,1
GB,5,10,4,10,3,5,1,5,1,2,4,5,5,5,5,3,1,4,5,5,3,3,3,3,3,3,3,3,2,35,1,520,5,1,10,8,3,5,5,4,6
GB,5,10,6,10,5,4,1,4,1,1,1,5,5,2,2,2,1,4,7,5,0,10,5,7,7,1,1,1,2,61,4,800,10,1,7,7,7,9,7,5,5
GB,5,10,6,0,4,4,2,3,2,2,2,4,4,4,3,4,1,3,8,4,10,3,1,3,9,2,1,2,2,42,1,520,6,2,6,9,2,2,3,2,3
GB,5,7,3,7,5,5,3,5,2,2,2,4,3,3,3,3,1,3,5,3,3,7,3,3,3,3,2,4,1,36,6,620,9,2,3,3,1,0,3,3,5
GB,4,1,4,4,3,2,2,5,4,2,5,3,1,2,1,1,2,2,3,2,5,0,0,0,0,4,3,3,1,51,4,520,4,4,0,6,0,0,4,0,2
GB,1,9,5,8,4,4,3,2,2,2,2,3,1,4,5,3,1,3,8,3,8,8,7,8,6,3,2,1,1,86,6,520,5,1,8,8,5,5,7,5,4
GB,4,9,6,7,3,2,1,4,1,3,1,4,3,3,5,4,1,4,9,4,0,7,7,2,6,5,4,1,2,84,1,213,5,2,7,6,3,1,5,4,8
GB,4,7,6,5,4,3,2,4,2,2,4,5,4,3,2,5,1,4,4,3,5,6,3,4,4,4,3,2,2,26,6,620,1,2,1,4,3,1,2,1,0
GB,5,6,4,6,3,3,2,5,2,2,4,3,2,4,3,3,1,3,5,3,2,6,6,5,6,3,2,3,1,20,6,520,3,1,6,7,4,5,6,4,4
GB,5,2,4,8,2,3,1,4,1,1,3,3,3,2,2,2,1,3,6,2,5,5,3,3,2,4,4,4,1,32,1,212,4,4,1,3,3,3,1,3,3
GB,5,9,6,8,2,2,55,3,4,4,55,3,1,3,3,3,2,2,1,2,5,3,3,3,1,5,4,2,2,79,5,222,3,2,6,6,3,0,6,3,6
GB,5,6,2,10,4,3,2,5,3,2,3,3,3,2,2,3,2,3,5,3,3,4,3,3,2,3,2,1,2,51,1,800,10,4,7,7,4,5,6,4,5
GB,2,8,5,4,2,2,2,4,2,2,2,3,3,2,2,2,1,3,6,2,5,5,4,4,5,3,3,2,2,49,1,423,8,2,5,8,3,4,4,3,3
GB,5,2,3,7,3,4,1,4,1,1,2,3,2,2,2,2,1,4,3,2,5,7,3,3,6,5,5,4,2,28,6,620,2,5,2,3,0,0,0,0,0
GB,5,10,6,10,5,5,1,5,1,1,5,1,3,1,1,1,1,4,10,3,3,10,6,8,10,3,1,3,1,32,6,620,1,1,8,8,2,3,5,3,5
GB,3,2,3,6,4,3,4,3,3,4,4,2,3,1,1,1,2,3,2,1,4,0,0,3,0,3,3,3,1,34,6,321,3,6,3,6,2,0,3,2,3
GB,4,7,4,6,4,3,3,3,2,3,3,3,3,2,2,2,2,3,6,2,4,4,3,4,3,2,2,2,2,60,6,720,3,2,6,5,4,2,5,5,4
GB,5,8,6,1,4,4,2,5,2,2,3,4,2,3,2,2,1,4,9,4,1,7,4,5,5,1,2,2,2,33,6,520,1,3,4,3,3,4,4,4,4
GB,5,7,4,5,3,1,2,2,3,3,3,2,2,2,2,2,2,3,5,1,4,3,3,3,0,5,2,5,1,64,4,720,4,2,9,9,8,5,5,7,8
GB,5,10,3,8,1,2,1,5,1,1,3,5,1,3,3,3,1,3,5,3,8,6,5,5,5,5,2,1,1,56,1,323,9,1,8,8,6,4,6,6,7
GB,4,10,3,10,3,2,2,4,2,3,2,3,3,3,4,4,2,3,8,3,0,8,10,7,4,4,4,1,2,61,4,720,4,1,6,8,6,7,7,5,6
GB,5,8,5,7,4,2,1,4,1,1,2,3,3,2,1,1,3,2,4,2,4,6,4,3,4,4,3,2,1,52,4,213,4,3,8,3,3,6,5,4,6
GB,4,2,5,1,4,3,2,3,3,4,3,3,2,2,2,2,3,4,3,2,4,7,4,4,6,4,4,4,1,70,6,321,1,4,5,7,2,0,4,2,5
GB,5,6,3,8,1,3,2,3,1,2,3,3,3,3,4,3,2,3,5,3,6,7,8,5,6,3,4,3,2,33,6,323,2,3,7,5,5,4,6,3,5
GB,1,8,55,0,4,4,3,3,3,2,3,3,3,2,2,3,1,5,4,2,0,7,7,7,6,2,1,4,1,63,4,323,1,3,4,4,2,6,2,5,2
GB,3,9,3,6,5,5,4,5,5,5,4,4,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,43,4,620,3,1,8,8,2,2,4,4,5
GB,5,7,3,8,5,3,2,3,3,3,4,3,4,3,2,3,1,4,5,3,2,7,4,4,2,2,2,2,1,69,5,213,10,2,5,7,8,3,4,3,7
GB,5,9,5,3,4,3,2,3,2,2,3,2,3,3,3,3,2,4,4,2,3,7,2,4,5,4,2,2,1,47,6,213,3,4,8,9,5,3,7,4,9
GB,5,10,6,10,1,1,3,5,4,1,1,4,1,1,1,1,1,3,5,2,3,8,2,2,7,3,3,2,2,47,4,620,1,1,3,3,3,3,3,3,3
GB,5,4,5,7,4,4,3,4,3,3,3,3,3,3,3,2,3,4,6,3,2,6,3,4,4,1,2,2,1,26,6,620,10,2,9,9,6,5,7,5,8
GB,5,6,4,6,4,4,3,5,3,2,4,3,4,3,2,2,1,4,8,4,0,10,3,4,1,2,1,2,1,53,4,520,8,1,7,7,0,3,7,3,6
GB,1,10,6,8,4,3,1,3,2,2,4,2,4,2,2,2,1,3,5,2,3,5,5,5,1,5,1,3,2,81,5,520,7,1,2,6,4,2,6,3,4
GB,5,7,4,2,4,2,2,4,1,1,4,4,2,4,3,3,3,1,2,2,5,2,2,4,2,3,3,3,2,73,5,321,3,4,6,8,5,2,8,6,7
GB,5,8,6,8,5,3,1,3,1,1,1,4,4,1,1,1,2,3,7,3,5,5,4,5,3,5,2,2,1,39,6,520,5,1,7,7,5,4,6,5,5
GB,5,10,6,3,4,3,2,4,2,4,2,2,3,2,2,2,1,2,7,3,2,5,2,4,7,1,1,1,2,25,6,720,10,1,3,3,3,6,7,4,6
GB,5,2,3,7,4,4,2,5,2,1,2,3,3,3,2,2,1,4,4,3,3,7,7,4,5,2,4,4,1,44,6,423,6,1,1,3,1,0,2,2,2
GB,5,1,2,10,4,4,3,2,4,5,3,3,2,2,2,3,3,2,1,1,5,2,1,0,0,5,5,5,1,59,4,620,4,4,9,9,8,2,3,6,9
GB,5,8,4,10,5,4,1,5,1,1,3,4,3,2,3,2,1,3,7,2,3,6,3,6,5,4,2,1,1,44,6,423,9,2,5,7,2,5,6,3,3
GB,5,8,3,10,5,4,2,3,2,2,4,3,4,3,2,2,2,3,5,2,6,4,4,5,1,4,4,3,2,33,6,510,3,5,4,3,2,1,0,2,2
GB,5,9,4,10,5,1,1,3,1,1,2,3,4,2,2,2,1,4,8,3,0,5,1,2,2,3,2,2,2,22,6,323,9,4,8,8,2,2,7,2,3
GB,2,6,3,4,4,2,2,4,2,1,4,3,3,3,3,3,1,4,7,3,0,3,4,4,6,1,1,2,2,81,5,620,3,1,3,0,0,0,4,1,1
GB,2,9,5,3,4,3,1,5,1,1,2,3,3,3,3,3,1,3,8,3,6,5,3,5,3,4,1,2,1,38,6,323,5,2,5,8,0,0,6,0,2
GB,4,8,4,8,2,2,2,4,2,2,3,4,3,3,3,3,2,3,7,3,8,7,6,6,6,2,2,2,1,19,6,323,2,2,9,9,8,7,7,8,8
GB,5,9,5,6,3,2,1,5,1,1,3,3,4,4,3,4,1,3,8,4,5,8,6,5,5,2,2,2,2,50,1,520,9,2,5,8,4,5,5,4,5
GB,5,6,3,8,4,3,2,2,2,4,3,3,2,2,2,2,1,4,7,3,1,6,5,1,6,1,1,2,1,36,6,620,10,2,7,3,5,4,7,6,8
GB,4,8,4,9,4,4,2,3,2,1,3,4,4,4,3,3,1,3,8,4,3,6,2,3,4,3,2,4,2,18,6,423,1,2,8,8,4,5,5,4,5
GB,5,7,5,3,3,2,2,3,1,1,3,3,3,2,2,2,1,3,7,2,2,6,0,3,1,3,2,1,2,35,6,620,10,5,6,7,7,6,7,7,8
GB,5,9,6,2,4,4,1,5,1,3,4,3,3,2,2,2,1,4,8,2,5,7,6,6,6,3,2,2,2,79,6,510,1,1,4,7,5,3,3,5,6
GB,3,10,4,10,5,4,1,5,2,4,3,3,3,1,1,1,1,2,10,3,7,0,0,4,0,1,3,5,2,42,6,321,2,6,10,5,2,7,10,4,3
GB,5,5,3,4,3,2,2,4,2,2,3,4,3,3,4,4,2,3,5,3,4,4,5,5,4,2,1,3,1,18,6,222,6,3,6,6,4,4,4,4,4
GB,5,9,6,10,3,2,1,4,1,1,1,3,4,4,3,3,1,5,9,4,0,5,2,4,5,2,1,3,2,22,6,620,1,1,6,5,1,7,7,4,4
GB,5,3,2,8,4,3,3,4,2,2,3,3,3,3,3,3,1,3,5,3,4,6,4,4,5,3,2,3,2,17,6,321,1,4,7,9,6,7,8,7,5
GB,1,5,5,2,4,4,1,4,1,1,1,5,3,3,2,3,1,4,7,3,0,6,2,0,2,5,4,2,1,46,6,213,5,1,0,0,0,0,0,0,0
GB,3,4,3,4,4,3,2,1,4,4,4,3,3,2,3,2,2,3,2,3,5,3,2,2,1,2,2,3,2,68,5,620,3,5,4,1,3,3,4,2,3
GB,2,8,4,7,4,2,2,3,2,3,4,4,2,5,5,4,2,3,7,4,5,7,3,6,5,5,2,1,1,66,6,321,1,2,9,8,5,6,7,5,4
GB,5,8,4,7,4,3,2,4,2,4,4,3,3,2,2,2,1,3,7,4,8,7,5,4,8,2,2,4,2,64,4,800,4,2,5,5,1,1,5,1,2
GB,5,1,4,6,4,4,3,5,2,3,3,3,3,4,4,3,2,3,3,3,4,5,5,4,5,3,3,4,2,23,6,229,3,2,4,6,3,3,4,3,4
GB,3,10,3,4,4,2,2,5,1,1,4,3,2,3,3,4,1,4,5,3,1,4,2,1,0,3,2,2,2,24,6,323,9,4,2,5,1,1,1,1,1
GB,1,4,4,6,2,1,1,4,1,4,3,4,3,3,2,2,1,3,0,2,4,0,0,0,0,5,5,4,2,55,5,620,2,5,0,5,0,10,6,3,3
GB,5,8,4,8,2,2,2,3,2,2,2,3,3,3,3,3,2,3,6,3,5,5,5,4,5,4,2,3,2,66,4,720,5,3,6,6,3,0,5,3,5
GB,5,8,4,7,4,3,3,5,3,2,3,5,4,4,5,4,2,3,7,3,7,7,5,6,6,5,1,4,2,67,4,423,3,2,5,7,4,2,6,4,5
GB,3,7,6,4,4,3,2,5,3,3,3,4,2,3,3,3,1,2,5,3,5,5,5,5,5,4,2,4,2,74,5,720,6,3,7,5,2,6,6,3,5
GB,5,10,6,5,4,4,1,4,1,3,2,4,3,2,3,2,1,4,10,4,1,8,5,5,7,2,2,1,2,55,6,620,4,2,4,5,2,5,8,1,2
GB,5,9,4,7,5,3,2,5,2,1,3,3,4,2,3,2,1,4,8,4,3,5,2,3,4,4,2,3,2,48,4,620,10,1,5,6,3,3,5,4,4
GB,4,6,3,7,3,3,4,1,2,5,3,3,2,2,3,3,2,2,5,3,5,5,5,5,5,3,3,3,2,59,5,520,6,2,5,8,4,3,7,4,5
GB,5,10,5,3,4,4,1,5,1,1,4,4,4,1,3,4,1,3,10,3,7,8,2,2,10,3,1,2,2,57,4,323,6,1,3,10,0,8,6,0,0
GB,5,2,3,8,4,4,5,1,1,1,1,3,2,4,4,4,1,3,6,3,4,7,4,2,3,3,1,3,2,50,6,520,5,5,5,4,2,3,5,2,3
GB,5,6,3,10,5,5,4,1,4,4,4,3,5,1,2,1,1,4,9,5,2,6,3,5,10,1,1,2,1,39,6,620,7,2,9,9,6,7,7,6,7
GB,5,9,5,7,5,3,3,4,2,2,3,3,4,3,2,3,1,5,8,4,1,7,5,8,6,2,1,2,2,69,6,720,9,1,6,8,5,3,6,4,7
GB,5,4,3,6,5,2,1,5,1,1,2,3,4,3,3,3,1,4,3,3,0,10,3,2,4,4,1,2,2,25,6,720,8,4,8,9,3,7,5,1,2
GB,5,8,5,8,3,3,2,4,2,2,3,3,3,2,2,2,1,3,6,3,5,5,4,3,3,2,2,3,2,42,6,423,8,2,7,4,0,6,7,3,3
GB,5,10,6,10,4,4,1,2,1,1,1,3,4,1,1,1,1,3,5,2,0,8,4,5,8,5,1,1,1,39,2,321,8,2,4,10,0,0,7,0,3
GB,5,4,3,7,4,4,2,5,2,3,4,3,3,2,2,2,1,3,5,2,4,8,6,7,8,2,2,2,2,46,6,620,5,3,8,8,6,5,7,6,6
GB,5,7,6,9,2,2,4,3,4,4,4,4,3,2,3,2,1,4,6,5,0,9,1,1,3,2,2,3,1,53,4,212,4,3,3,5,1,0,1,1,3
GB,5,7,2,3,3,1,1,4,1,1,4,3,1,1,2,2,1,3,6,2,2,7,3,5,1,5,1,4,2,64,5,321,2,3,8,8,3,1,4,3,4
GB,5,9,6,8,4,4,3,2,4,2,4,2,3,1,1,1,1,4,7,2,3,3,1,3,4,3,1,4,1,30,4,321,9,3,8,8,3,5,5,5,6
GB,5,8,5,8,3,2,4,4,4,5,4,2,1,2,2,2,2,3,5,1,2,3,3,0,1,5,5,2,1,79,5,520,7,1,6,4,0,0,0,0,2
GB,5,10,4,5,4,4,2,4,1,1,2,3,4,3,3,2,1,3,6,4,2,3,3,3,3,2,2,2,2,43,4,620,10,2,4,7,4,7,7,5,2
GB,3,8,5,0,4,4,2,5,2,2,2,4,2,3,2,2,1,3,7,3,4,7,3,4,1,4,1,2,1,68,1,720,4,2,5,5,0,3,6,3,4
GB,2,7,4,7,2,2,2,4,2,2,4,3,2,2,2,2,2,4,6,3,5,5,5,5,5,2,2,2,2,39,6,323,6,2,4,7,4,6,6,3,4
GB,5,3,3,7,5,5,1,1,1,1,1,3,5,2,2,3,1,5,7,3,7,7,4,4,7,2,1,1,1,20,6,510,8,2,3,7,4,4,7,4,4
GB,4,10,5,10,5,5,2,5,2,2,5,4,4,3,3,3,1,3,6,3,9,8,7,8,8,2,2,5,2,55,6,520,1,1,9,9,9,7,10,9,9
GB,5,8,4,3,4,3,2,2,1,1,3,3,3,3,3,3,2,3,7,2,5,5,3,3,5,5,3,2,1,50,4,323,10,1,6,7,6,1,5,4,5
GB,5,8,6,8,4,3,2,4,2,2,3,3,4,2,2,2,1,4,10,4,2,8,6,8,6,2,2,1,2,52,4,720,9,1,5,7,7,8,9,7,8
GB,4,10,5,8,4,2,1,5,2,2,4,4,4,3,2,3,1,5,10,4,1,6,0,2,7,2,1,1,1,55,4,321,6,2,0,0,0,0,2,0,0
GB,5,0,3,3,3,3,2,4,2,1,2,3,3,2,2,2,1,3,0,2,1,6,2,5,1,4,2,5,2,25,6,323,7,3,6,8,3,3,7,3,6
GB,5,5,5,5,5,4,2,4,3,4,3,5,3,2,2,2,1,4,5,3,2,5,4,5,4,4,2,3,2,76,5,520,2,1,4,4,2,0,5,4,4
GB,5,10,6,5,4,3,3,5,2,4,3,3,3,3,3,3,1,3,10,5,1,7,2,2,3,3,1,1,2,65,6,620,3,1,4,6,2,5,4,4,8
GB,4,5,3,3,4,3,3,4,3,4,4,2,2,3,3,3,2,3,5,3,4,7,6,7,6,3,2,3,2,65,6,620,6,2,7,8,7,7,8,7,8
GB,5,9,4,3,5,3,4,2,2,2,3,3,4,2,3,5,1,4,9,3,2,6,3,2,7,2,2,3,1,56,4,213,7,2,7,9,5,4,9,5,7
GB,5,10,5,3,3,3,2,1,2,1,2,3,2,2,2,2,1,2,3,4,3,3,3,3,3,4,4,4,2,51,6,720,10,1,7,7,5,4,4,5,4
GB,5,8,5,8,4,2,2,3,3,3,3,3,2,2,2,2,2,4,3,2,3,7,5,8,7,4,2,4,1,30,6,323,9,3,9,9,8,8,8,8,9
GB,5,8,5,4,5,5,4,4,1,1,1,2,4,3,3,4,1,2,7,4,3,8,2,4,6,2,1,2,1,64,4,520,7,2,7,7,3,2,4,3,5
GB,5,10,5,2,4,2,1,5,3,3,4,4,3,2,2,2,3,3,5,1,5,5,5,4,0,2,4,2,2,68,4,213,2,2,8,8,5,8,5,5,5
